seller_id,seller_click_days,seller_add_to_cart_days,seller_purchase_days,seller_add_to_favorite_days,seller_action_total_days,seller_purchase_day_rt
1163,176,13,139,176,184,0.7554347826086957
1164,65,1,19,16,69,0.2753623188405797
1165,168,7,21,81,175,0.12
1166,176,11,134,152,182,0.7362637362637363
1167,174,1,75,61,178,0.42134831460674155
1168,176,9,100,138,181,0.5524861878453039
1169,175,5,131,133,184,0.7119565217391305
1170,112,4,33,36,114,0.2894736842105263
1171,176,17,184,185,185,0.9945945945945946
1172,175,6,89,103,184,0.483695652173913
1173,176,17,183,165,185,0.9891891891891892
1174,67,1,21,46,71,0.29577464788732394
1175,176,10,171,157,185,0.9243243243243243
1176,48,0,22,22,48,0.4583333333333333
1177,80,1,27,27,80,0.3375
1178,5,2,2,5,5,0.4
1179,176,5,40,128,185,0.21621621621621623
1180,165,3,44,74,172,0.2558139534883721
1181,176,4,141,128,183,0.7704918032786885
1182,68,3,25,27,69,0.36231884057971014
1183,115,0,28,36,119,0.23529411764705882
1184,176,16,104,128,185,0.5621621621621622
1185,176,9,171,122,184,0.9293478260869565
1186,70,3,30,30,70,0.42857142857142855
1187,173,15,111,129,175,0.6342857142857142
1188,176,18,145,181,185,0.7837837837837838
1189,140,5,45,60,148,0.30405405405405406
1190,176,17,164,158,184,0.8913043478260869
1191,109,1,24,22,109,0.22018348623853212
1192,176,4,37,132,185,0.2
1193,167,5,75,84,175,0.42857142857142855
1194,107,5,42,43,109,0.3853211009174312
1195,172,0,42,68,179,0.2346368715083799
1196,60,5,47,48,60,0.7833333333333333
1197,148,2,55,41,152,0.3618421052631579
1198,142,2,22,58,145,0.15172413793103448
1199,176,12,159,151,183,0.8688524590163934
1200,176,13,174,148,185,0.9405405405405406
1201,159,1,32,81,160,0.2
1202,174,5,106,80,182,0.5824175824175825
1203,176,25,174,172,185,0.9405405405405406
1204,87,1,47,44,87,0.5402298850574713
1205,86,4,18,58,86,0.20930232558139536
1206,172,5,101,80,179,0.5642458100558659
1207,175,5,21,83,176,0.11931818181818182
1208,161,4,22,54,164,0.13414634146341464
1209,61,2,27,29,62,0.43548387096774194
1210,163,6,48,71,165,0.2909090909090909
1211,176,8,166,161,185,0.8972972972972973
1212,176,6,125,128,185,0.6756756756756757
1213,176,2,63,138,180,0.35
1214,176,6,145,135,184,0.7880434782608695
1215,152,1,74,52,161,0.45962732919254656
1216,174,7,110,111,176,0.625
1217,176,8,144,171,185,0.7783783783783784
1218,176,17,96,123,185,0.518918918918919
1219,176,1,160,154,185,0.8648648648648649
1220,154,1,56,32,154,0.36363636363636365
1221,176,3,96,140,185,0.518918918918919
1222,79,4,39,27,79,0.4936708860759494
1223,50,1,10,13,50,0.2
1224,169,4,92,61,175,0.5257142857142857
1225,176,13,143,178,185,0.772972972972973
1226,56,1,7,9,57,0.12280701754385964
1227,153,4,20,76,158,0.12658227848101267
1228,176,5,164,104,183,0.8961748633879781
1229,138,5,59,70,146,0.4041095890410959
1230,166,9,81,105,170,0.4764705882352941
1231,163,13,63,94,164,0.38414634146341464
1232,146,2,38,74,155,0.24516129032258063
1233,174,6,85,85,180,0.4722222222222222
1234,176,12,70,176,183,0.3825136612021858
1235,110,5,57,47,111,0.5135135135135135
1236,153,13,70,120,156,0.44871794871794873
1237,123,3,21,43,130,0.16153846153846155
1238,125,5,42,59,133,0.3157894736842105
1239,80,1,28,20,81,0.345679012345679
1240,176,26,165,185,185,0.8918918918918919
1241,164,9,74,111,164,0.45121951219512196
1242,173,13,137,146,183,0.7486338797814208
1243,176,12,70,122,182,0.38461538461538464
1244,174,5,121,144,183,0.6612021857923497
1245,176,8,72,116,183,0.39344262295081966
1246,176,8,106,87,182,0.5824175824175825
1247,176,3,108,91,183,0.5901639344262295
1248,172,4,81,59,179,0.45251396648044695
1249,106,16,67,80,106,0.6320754716981132
1250,176,10,172,179,185,0.9297297297297298
1251,176,9,138,147,185,0.745945945945946
1252,170,5,79,84,171,0.4619883040935672
1253,176,18,118,182,185,0.6378378378378379
1254,116,12,74,92,116,0.6379310344827587
1255,176,4,100,125,185,0.5405405405405406
1256,176,6,166,135,185,0.8972972972972973
1257,176,44,184,185,185,0.9945945945945946
1258,163,2,44,62,165,0.26666666666666666
1259,123,2,28,39,126,0.2222222222222222
1260,108,2,13,45,109,0.11926605504587157
1261,175,2,59,44,180,0.3277777777777778
1262,163,3,77,49,173,0.44508670520231214
1263,143,8,95,110,144,0.6597222222222222
1264,176,0,83,110,182,0.45604395604395603
1265,101,3,55,52,101,0.5445544554455446
1266,125,2,60,47,128,0.46875
1267,144,3,59,92,145,0.4068965517241379
1268,176,5,123,120,183,0.6721311475409836
1269,176,8,157,141,185,0.8486486486486486
1270,176,10,83,152,185,0.4486486486486487
1271,75,7,47,67,75,0.6266666666666667
1272,176,65,183,185,185,0.9891891891891892
1273,111,3,30,31,117,0.2564102564102564
1274,176,7,110,84,184,0.5978260869565217
1275,156,1,79,43,163,0.48466257668711654
1276,87,5,8,32,87,0.09195402298850575
1277,176,20,155,181,185,0.8378378378378378
1278,171,3,120,64,179,0.6703910614525139
1279,159,0,61,43,166,0.3674698795180723
1280,176,4,61,107,184,0.33152173913043476
1281,175,3,81,62,180,0.45
1282,168,2,57,73,175,0.32571428571428573
1283,176,12,118,155,184,0.6413043478260869
1284,176,3,104,119,185,0.5621621621621622
1285,132,9,18,65,134,0.13432835820895522
1286,65,7,36,38,65,0.5538461538461539
1287,109,6,37,39,109,0.3394495412844037
1288,175,9,157,125,183,0.8579234972677595
1289,136,7,42,67,139,0.302158273381295
1290,125,10,54,86,133,0.40601503759398494
1291,87,8,27,46,89,0.30337078651685395
1292,176,9,68,161,184,0.3695652173913043
1293,165,6,51,99,169,0.30177514792899407
1294,144,1,45,43,150,0.3
1295,176,7,83,157,185,0.4486486486486487
1296,173,4,162,101,182,0.8901098901098901
1297,90,1,33,35,93,0.3548387096774194
1298,176,8,93,155,184,0.5054347826086957
1299,176,2,43,133,180,0.2388888888888889
1300,127,1,24,34,130,0.18461538461538463
1301,75,5,40,48,75,0.5333333333333333
1302,157,17,95,128,157,0.6050955414012739
1303,176,8,88,102,183,0.4808743169398907
1304,176,16,176,157,185,0.9513513513513514
1305,176,6,97,104,183,0.5300546448087432
1306,176,1,58,114,181,0.32044198895027626
1307,176,4,145,113,183,0.7923497267759563
1308,176,2,162,95,183,0.8852459016393442
1309,175,1,102,98,185,0.5513513513513514
1310,176,16,165,174,185,0.8918918918918919
1311,111,5,36,51,112,0.32142857142857145
1312,140,4,28,39,144,0.19444444444444445
1313,85,1,27,15,91,0.2967032967032967
1314,174,4,34,95,178,0.19101123595505617
1315,175,1,32,106,179,0.1787709497206704
1316,81,6,34,31,82,0.4146341463414634
1317,176,7,126,152,185,0.6810810810810811
1318,176,3,84,155,185,0.4540540540540541
1319,110,2,38,43,111,0.34234234234234234
1320,170,0,121,99,180,0.6722222222222223
1321,176,6,62,142,182,0.34065934065934067
1322,171,6,107,68,176,0.6079545454545454
1323,151,0,55,35,158,0.34810126582278483
1324,176,6,88,141,185,0.4756756756756757
1325,176,6,93,160,184,0.5054347826086957
1326,176,6,98,165,185,0.5297297297297298
1327,176,5,112,166,185,0.6054054054054054
1328,138,5,25,31,143,0.17482517482517482
1329,148,10,46,67,149,0.3087248322147651
1330,157,5,45,85,162,0.2777777777777778
1331,173,7,140,108,175,0.8
1332,174,4,49,59,178,0.2752808988764045
1333,138,1,36,48,139,0.2589928057553957
1334,135,4,66,19,143,0.46153846153846156
1335,43,1,16,17,43,0.37209302325581395
1336,165,1,101,69,169,0.5976331360946746
1337,176,21,37,151,178,0.20786516853932585
1338,175,15,138,143,185,0.745945945945946
1339,140,1,22,52,150,0.14666666666666667
1340,176,62,179,185,185,0.9675675675675676
1341,166,2,92,57,169,0.5443786982248521
1342,63,6,14,32,63,0.2222222222222222
1343,173,3,24,75,177,0.13559322033898305
1344,89,7,50,66,89,0.5617977528089888
1345,172,3,90,92,179,0.5027932960893855
1346,176,19,178,167,185,0.9621621621621622
1347,86,4,21,35,90,0.23333333333333334
1348,176,6,158,112,185,0.8540540540540541
1349,156,3,66,50,160,0.4125
1350,176,15,117,134,184,0.6358695652173914
1351,40,0,11,14,40,0.275
1352,176,19,165,178,185,0.8918918918918919
1353,98,12,49,78,99,0.494949494949495
1354,149,3,47,96,162,0.29012345679012347
1355,130,6,38,52,133,0.2857142857142857
1356,176,12,174,155,185,0.9405405405405406
1357,176,15,129,157,184,0.7010869565217391
1358,175,7,114,108,183,0.6229508196721312
1359,176,7,58,94,179,0.3240223463687151
1360,104,1,32,44,104,0.3076923076923077
1361,175,3,57,95,181,0.3149171270718232
1362,176,4,45,160,184,0.24456521739130435
1363,161,1,40,71,171,0.23391812865497075
1364,176,26,182,175,185,0.9837837837837838
1365,176,10,116,133,184,0.6304347826086957
1366,175,2,53,132,184,0.28804347826086957
1367,132,3,54,45,137,0.39416058394160586
1368,142,0,19,40,146,0.13013698630136986
1369,176,12,174,176,185,0.9405405405405406
1370,175,15,159,130,184,0.8641304347826086
1371,154,7,27,25,157,0.17197452229299362
1372,176,4,136,92,185,0.7351351351351352
1373,141,3,36,49,148,0.24324324324324326
1374,103,0,31,22,108,0.28703703703703703
1375,142,1,23,37,146,0.15753424657534246
1376,171,8,133,94,174,0.764367816091954
1377,119,5,18,49,122,0.14754098360655737
1378,170,3,50,55,172,0.29069767441860467
1379,176,6,152,112,185,0.8216216216216217
1380,176,15,113,175,185,0.6108108108108108
1381,176,1,92,159,185,0.4972972972972973
1382,133,2,13,40,136,0.09558823529411764
1383,175,10,101,119,180,0.5611111111111111
1384,160,6,76,71,169,0.44970414201183434
1385,166,2,27,45,171,0.15789473684210525
1386,159,3,57,92,159,0.3584905660377358
1387,118,9,67,73,121,0.5537190082644629
1388,110,3,25,17,114,0.21929824561403508
1389,176,9,55,84,180,0.3055555555555556
1390,154,0,78,92,154,0.5064935064935064
1391,153,1,66,51,161,0.40993788819875776
1392,175,4,42,96,181,0.23204419889502761
1393,176,63,184,185,185,0.9945945945945946
1394,174,2,39,80,179,0.21787709497206703
1395,148,0,35,46,158,0.22151898734177214
1396,171,9,55,100,180,0.3055555555555556
1397,70,3,31,67,70,0.44285714285714284
1398,170,2,125,83,178,0.702247191011236
1399,170,14,88,113,170,0.5176470588235295
1400,107,1,8,32,110,0.07272727272727272
1401,176,6,39,101,185,0.21081081081081082
1402,176,15,99,174,184,0.5380434782608695
1403,175,12,73,142,181,0.40331491712707185
1404,175,7,66,119,183,0.36065573770491804
1405,156,5,118,77,156,0.7564102564102564
1406,170,6,87,110,178,0.4887640449438202
1407,171,7,37,49,177,0.20903954802259886
1408,21,3,12,14,21,0.5714285714285714
1409,175,3,95,117,182,0.521978021978022
1410,176,14,133,179,185,0.7189189189189189
1411,169,4,133,110,179,0.7430167597765364
1412,176,13,126,172,185,0.6810810810810811
1413,166,4,73,86,176,0.4147727272727273
1414,167,2,42,70,170,0.24705882352941178
1415,166,3,73,75,175,0.41714285714285715
1416,117,2,12,53,123,0.0975609756097561
1417,162,0,67,47,166,0.4036144578313253
1418,177,13,123,162,185,0.6648648648648648
1419,133,0,80,65,134,0.5970149253731343
1420,177,6,184,165,185,0.9945945945945946
1421,158,4,48,54,161,0.2981366459627329
1422,175,7,124,93,184,0.6739130434782609
1423,138,5,59,54,142,0.4154929577464789
1424,176,3,119,72,181,0.6574585635359116
1425,172,11,82,108,178,0.4606741573033708
1426,176,17,177,180,185,0.9567567567567568
1427,140,7,97,109,140,0.6928571428571428
1428,175,5,130,116,181,0.7182320441988951
1429,126,2,21,30,129,0.16279069767441862
1430,175,10,70,124,181,0.3867403314917127
1431,145,4,66,78,150,0.44
1432,166,4,51,62,170,0.3
1433,154,2,50,38,162,0.30864197530864196
1434,175,3,83,111,180,0.46111111111111114
1435,175,7,121,85,182,0.6648351648351648
1436,176,9,129,101,184,0.7010869565217391
1437,176,10,103,108,184,0.5597826086956522
1438,111,2,7,36,118,0.059322033898305086
1439,165,4,24,56,171,0.14035087719298245
1440,151,0,55,18,155,0.3548387096774194
1441,173,3,128,74,174,0.735632183908046
1442,97,14,63,87,97,0.6494845360824743
1443,173,6,81,51,177,0.4576271186440678
1444,173,5,67,121,182,0.36813186813186816
1445,176,7,120,145,184,0.6521739130434783
1446,176,8,76,149,183,0.41530054644808745
1447,81,1,18,37,87,0.20689655172413793
1448,163,4,42,64,170,0.24705882352941178
1449,171,2,151,51,182,0.8296703296703297
1450,46,3,22,30,46,0.4782608695652174
1451,167,8,72,84,177,0.4067796610169492
1452,176,7,61,147,185,0.32972972972972975
1453,176,3,31,90,180,0.17222222222222222
1454,176,9,103,147,185,0.5567567567567567
1455,49,4,22,28,49,0.4489795918367347
1456,85,4,12,19,87,0.13793103448275862
1457,176,5,72,114,184,0.391304347826087
1458,59,1,29,27,59,0.4915254237288136
1459,163,2,83,66,171,0.4853801169590643
1460,173,10,83,116,184,0.45108695652173914
1461,176,21,171,169,185,0.9243243243243243
1462,176,14,184,169,185,0.9945945945945946
1463,121,0,48,65,121,0.39669421487603307
1464,170,10,46,106,178,0.25842696629213485
1465,155,3,94,50,162,0.5802469135802469
1466,60,7,51,49,60,0.85
1467,176,11,105,162,184,0.5706521739130435
1468,162,1,76,65,166,0.4578313253012048
1469,175,15,166,170,184,0.9021739130434783
1470,175,19,106,116,184,0.5760869565217391
1471,154,0,30,45,159,0.18867924528301888
1472,176,10,154,169,185,0.8324324324324325
1473,176,18,124,167,185,0.6702702702702703
1474,169,0,94,83,177,0.5310734463276836
1475,175,8,133,121,184,0.7228260869565217
1476,176,4,70,139,183,0.3825136612021858
1477,119,9,28,57,120,0.23333333333333334
1478,18,0,7,8,21,0.3333333333333333
1479,168,2,96,45,176,0.5454545454545454
1480,176,30,179,185,185,0.9675675675675676
1481,174,8,65,111,181,0.35911602209944754
1482,156,11,46,89,158,0.2911392405063291
1483,171,4,83,60,175,0.4742857142857143
1484,77,8,25,55,77,0.3246753246753247
1485,176,15,113,157,185,0.6108108108108108
1486,156,2,23,54,158,0.14556962025316456
1487,176,27,132,177,185,0.7135135135135136
1488,172,2,109,50,176,0.6193181818181818
1489,176,9,177,170,185,0.9567567567567568
1490,176,8,66,146,185,0.3567567567567568
1491,87,13,68,64,88,0.7727272727272727
1492,175,3,58,126,183,0.31693989071038253
1493,84,3,27,40,87,0.3103448275862069
1494,160,9,100,98,169,0.591715976331361
1495,171,22,39,138,172,0.22674418604651161
1496,161,2,42,72,168,0.25
1497,176,6,133,137,184,0.7228260869565217
1498,71,2,19,22,71,0.2676056338028169
1499,176,4,161,148,185,0.8702702702702703
1500,176,22,157,161,185,0.8486486486486486
1501,176,28,143,185,185,0.772972972972973
1502,176,4,140,114,183,0.7650273224043715
1503,176,26,178,184,185,0.9621621621621622
1504,176,0,128,101,179,0.7150837988826816
1505,176,1,134,118,183,0.73224043715847
1506,138,3,29,54,144,0.2013888888888889
1507,176,12,159,146,182,0.8736263736263736
1508,68,1,15,11,71,0.2112676056338028
1509,159,2,79,42,165,0.47878787878787876
1510,146,4,100,79,148,0.6756756756756757
1511,149,8,45,71,151,0.2980132450331126
1512,176,10,74,119,181,0.4088397790055249
1513,172,4,117,90,180,0.65
1514,164,4,77,78,172,0.4476744186046512
1515,123,5,17,34,128,0.1328125
1516,176,9,160,147,185,0.8648648648648649
1517,176,4,132,157,185,0.7135135135135136
1518,75,2,28,31,80,0.35
1519,176,8,163,97,183,0.8907103825136612
1520,171,3,59,100,179,0.329608938547486
1521,127,3,5,71,129,0.03875968992248062
1522,176,8,96,111,185,0.518918918918919
1523,154,4,62,77,157,0.39490445859872614
1524,94,2,60,47,94,0.6382978723404256
1525,175,11,98,116,184,0.532608695652174
1526,176,7,102,137,182,0.5604395604395604
1527,176,2,129,118,185,0.6972972972972973
1528,172,4,94,98,182,0.5164835164835165
1529,80,1,37,20,81,0.4567901234567901
1530,154,1,55,48,155,0.3548387096774194
1531,155,3,37,83,163,0.22699386503067484
1532,105,4,61,63,105,0.580952380952381
1533,176,7,146,136,185,0.7891891891891892
1534,176,7,61,100,182,0.33516483516483514
1535,176,30,178,153,185,0.9621621621621622
1536,175,16,138,168,185,0.745945945945946
1537,173,5,92,115,180,0.5111111111111111
1538,176,16,154,159,185,0.8324324324324325
1539,175,12,61,131,184,0.33152173913043476
1540,141,4,46,45,150,0.30666666666666664
1541,176,8,164,111,184,0.8913043478260869
1542,144,6,39,70,152,0.2565789473684211
1543,176,7,67,139,185,0.3621621621621622
1544,176,15,156,174,185,0.8432432432432433
1545,144,0,19,58,155,0.12258064516129032
1546,172,3,33,95,179,0.18435754189944134
1547,130,2,52,47,135,0.3851851851851852
1548,134,3,56,48,134,0.417910447761194
1549,171,5,93,109,179,0.5195530726256983
1550,176,8,35,143,181,0.19337016574585636
1551,176,3,154,88,185,0.8324324324324325
1552,176,7,105,114,185,0.5675675675675675
1553,172,0,40,96,177,0.22598870056497175
1554,143,2,57,44,149,0.3825503355704698
1555,171,8,47,93,176,0.26704545454545453
1556,166,8,106,117,175,0.6057142857142858
1557,176,24,160,173,185,0.8648648648648649
1558,174,0,122,80,177,0.6892655367231638
1559,176,4,64,169,185,0.34594594594594597
1560,169,5,67,63,174,0.3850574712643678
1561,133,5,45,77,133,0.3383458646616541
1562,176,11,131,133,185,0.7081081081081081
1563,176,28,181,182,185,0.9783783783783784
1564,150,1,22,41,154,0.14285714285714285
1565,174,10,91,130,182,0.5
1566,176,9,150,164,185,0.8108108108108109
1567,176,16,82,146,182,0.45054945054945056
1568,166,1,33,63,169,0.1952662721893491
1569,128,1,17,34,129,0.13178294573643412
1570,173,2,65,115,178,0.3651685393258427
1571,168,6,78,92,177,0.4406779661016949
1572,172,3,65,82,181,0.35911602209944754
1573,173,6,151,65,181,0.8342541436464088
1574,176,7,182,184,185,0.9837837837837838
1575,135,4,68,46,140,0.4857142857142857
1576,163,4,48,94,170,0.2823529411764706
1577,146,2,19,72,153,0.12418300653594772
1578,169,2,27,48,176,0.1534090909090909
1579,176,6,99,166,185,0.5351351351351351
1580,176,20,151,185,185,0.8162162162162162
1581,147,3,38,56,149,0.2550335570469799
1582,176,10,106,117,181,0.585635359116022
1583,176,33,177,185,185,0.9567567567567568
1584,168,5,63,100,175,0.36
1585,169,6,37,77,177,0.20903954802259886
1586,175,14,98,118,180,0.5444444444444444
1587,75,2,32,24,77,0.4155844155844156
1588,176,9,84,109,185,0.4540540540540541
1589,163,3,46,31,166,0.27710843373493976
1590,69,0,5,18,72,0.06944444444444445
1591,176,2,150,108,183,0.819672131147541
1592,175,7,85,115,182,0.46703296703296704
1593,77,5,29,35,77,0.37662337662337664
1594,160,3,42,75,167,0.25149700598802394
1595,176,29,155,184,185,0.8378378378378378
1596,174,4,67,67,182,0.36813186813186816
1597,152,3,11,45,152,0.07236842105263158
1598,176,13,99,149,185,0.5351351351351351
1599,176,30,176,177,185,0.9513513513513514
1600,176,14,141,137,185,0.7621621621621621
1601,176,14,163,158,185,0.8810810810810811
1602,176,15,181,154,185,0.9783783783783784
1603,175,13,74,148,182,0.4065934065934066
1604,173,6,131,70,181,0.7237569060773481
1605,175,1,118,128,184,0.6413043478260869
1606,174,3,64,116,180,0.35555555555555557
1607,176,5,82,126,179,0.4581005586592179
1608,126,4,30,29,130,0.23076923076923078
1609,168,6,131,84,177,0.7401129943502824
1610,124,1,54,25,124,0.43548387096774194
1611,75,2,14,32,78,0.1794871794871795
1612,141,7,17,51,141,0.12056737588652482
1613,158,7,58,116,160,0.3625
1614,171,3,53,89,177,0.2994350282485876
1615,174,4,109,89,183,0.5956284153005464
1616,172,4,107,84,182,0.5879120879120879
1617,176,32,162,178,185,0.8756756756756757
1618,176,33,179,179,185,0.9675675675675676
1619,175,11,113,119,181,0.6243093922651933
1620,136,9,50,41,143,0.34965034965034963
1621,85,5,14,35,87,0.16091954022988506
1622,99,3,15,11,99,0.15151515151515152
1623,173,8,61,94,177,0.3446327683615819
1624,174,8,32,129,182,0.17582417582417584
1625,176,4,129,134,182,0.7087912087912088
1626,93,0,37,19,104,0.3557692307692308
1627,176,5,123,160,185,0.6648648648648648
1628,176,4,16,89,181,0.08839779005524862
1629,170,4,28,81,171,0.16374269005847952
1630,173,5,134,111,178,0.7528089887640449
1631,71,4,12,41,72,0.16666666666666666
1632,174,2,66,118,179,0.3687150837988827
1633,176,6,79,109,183,0.43169398907103823
1634,176,5,107,110,183,0.5846994535519126
1635,175,10,85,159,184,0.46195652173913043
1636,175,3,103,106,181,0.569060773480663
1637,177,6,182,149,186,0.978494623655914
1638,173,7,103,83,179,0.5754189944134078
1639,159,2,44,68,159,0.27672955974842767
1640,169,7,81,77,171,0.47368421052631576
1641,176,17,167,169,185,0.9027027027027027
1642,171,6,82,130,177,0.4632768361581921
1643,176,8,86,132,180,0.4777777777777778
1644,176,11,178,163,185,0.9621621621621622
1645,153,4,78,85,160,0.4875
1646,56,12,38,52,56,0.6785714285714286
1647,112,4,75,58,112,0.6696428571428571
1648,166,10,85,83,173,0.4913294797687861
1649,174,7,68,128,185,0.3675675675675676
1650,110,2,28,54,114,0.24561403508771928
1651,165,1,77,38,172,0.4476744186046512
1652,65,3,13,25,67,0.19402985074626866
1653,173,5,99,76,179,0.553072625698324
1654,153,6,75,53,160,0.46875
1655,175,3,27,79,181,0.14917127071823205
1656,157,0,29,51,163,0.17791411042944785
1657,131,4,49,65,134,0.3656716417910448
1658,176,6,43,115,183,0.23497267759562843
1659,166,9,76,94,175,0.4342857142857143
1660,172,3,46,84,174,0.26436781609195403
1661,176,12,131,150,185,0.7081081081081081
1662,176,4,80,115,185,0.43243243243243246
1663,176,58,184,185,185,0.9945945945945946
1664,113,2,23,31,118,0.19491525423728814
1665,175,4,99,92,182,0.5439560439560439
1666,171,8,34,98,174,0.19540229885057472
1667,176,6,91,98,183,0.4972677595628415
1668,176,7,138,135,185,0.745945945945946
1669,176,12,122,152,185,0.6594594594594595
1670,159,3,76,66,167,0.4550898203592814
1671,76,5,57,41,76,0.75
1672,175,7,82,136,184,0.44565217391304346
1673,176,11,128,142,182,0.7032967032967034
1674,176,37,147,184,185,0.7945945945945946
1675,176,9,154,176,184,0.8369565217391305
1676,168,0,80,71,170,0.47058823529411764
1677,176,15,133,166,185,0.7189189189189189
1678,155,6,28,57,161,0.17391304347826086
1679,176,27,158,166,185,0.8540540540540541
1680,176,13,172,180,185,0.9297297297297298
1681,176,10,119,183,185,0.6432432432432432
1682,176,7,128,149,185,0.6918918918918919
1683,39,0,23,19,40,0.575
1684,163,2,62,69,175,0.35428571428571426
1685,139,3,61,34,144,0.4236111111111111
1686,160,4,25,73,162,0.15432098765432098
1687,176,31,175,176,185,0.9459459459459459
1688,116,8,95,72,117,0.811965811965812
1689,173,4,87,79,177,0.4915254237288136
1690,167,0,38,79,175,0.21714285714285714
1691,145,17,106,138,145,0.7310344827586207
1692,176,11,96,169,185,0.518918918918919
1693,124,5,25,52,125,0.2
1694,77,1,30,28,77,0.38961038961038963
1695,55,1,24,34,57,0.42105263157894735
1696,175,3,149,120,185,0.8054054054054054
1697,175,5,77,150,185,0.41621621621621624
1698,168,4,91,76,176,0.5170454545454546
1699,176,27,167,185,185,0.9027027027027027
1700,149,3,95,69,150,0.6333333333333333
1701,164,1,58,26,170,0.3411764705882353
1702,160,0,65,54,166,0.39156626506024095
1703,176,8,104,120,182,0.5714285714285714
1704,176,35,174,185,185,0.9405405405405406
1705,172,2,66,88,180,0.36666666666666664
1706,143,1,41,34,145,0.2827586206896552
1707,171,5,59,70,171,0.34502923976608185
1708,176,13,143,183,185,0.772972972972973
1709,176,9,111,106,185,0.6
1710,173,3,125,63,183,0.6830601092896175
1711,34,2,19,25,35,0.5428571428571428
1712,72,5,21,33,72,0.2916666666666667
1713,175,8,101,119,183,0.5519125683060109
1714,90,4,11,47,90,0.12222222222222222
1715,176,20,168,162,185,0.9081081081081082
1716,173,5,75,82,178,0.42134831460674155
1717,148,4,33,49,153,0.21568627450980393
1718,176,9,166,180,185,0.8972972972972973
1719,176,13,185,175,185,1.0
1720,159,7,60,61,166,0.3614457831325301
1721,176,28,130,175,185,0.7027027027027027
1722,174,4,102,108,183,0.5573770491803278
1723,172,8,42,91,178,0.23595505617977527
1724,143,7,45,42,146,0.3082191780821918
1725,156,1,80,42,164,0.4878048780487805
1726,173,3,112,114,175,0.64
1727,176,23,176,170,185,0.9513513513513514
1728,160,15,21,101,161,0.13043478260869565
1729,133,2,21,39,133,0.15789473684210525
1730,156,5,51,67,164,0.31097560975609756
1731,44,1,26,28,44,0.5909090909090909
1732,171,2,69,65,179,0.3854748603351955
1733,159,4,72,66,159,0.4528301886792453
1734,176,13,92,184,185,0.4972972972972973
1735,125,0,45,63,125,0.36
1736,176,20,145,161,184,0.7880434782608695
1737,176,20,141,134,184,0.7663043478260869
1738,176,25,120,184,185,0.6486486486486487
1739,176,10,114,127,185,0.6162162162162163
1740,58,2,13,19,59,0.22033898305084745
1741,163,22,85,106,171,0.49707602339181284
1742,176,22,146,178,185,0.7891891891891892
1743,174,6,100,115,180,0.5555555555555556
1744,176,21,185,181,185,1.0
1745,176,3,72,104,185,0.3891891891891892
1746,176,8,73,114,185,0.3945945945945946
1747,176,4,82,104,181,0.4530386740331492
1748,153,2,21,66,159,0.1320754716981132
1749,176,19,161,172,185,0.8702702702702703
1750,176,6,87,165,185,0.4702702702702703
1751,167,0,63,49,170,0.37058823529411766
1752,173,3,152,102,181,0.8397790055248618
1753,126,2,63,69,127,0.49606299212598426
1754,165,3,58,83,169,0.3431952662721893
1755,115,6,55,37,121,0.45454545454545453
1756,173,3,115,97,180,0.6388888888888888
1757,168,6,37,97,173,0.2138728323699422
1758,169,1,103,79,179,0.5754189944134078
1759,133,1,52,32,134,0.3880597014925373
1760,176,22,168,185,185,0.9081081081081082
1761,157,4,37,65,168,0.22023809523809523
1762,128,4,57,43,130,0.43846153846153846
1763,175,7,36,93,180,0.2
1764,129,2,45,32,131,0.3435114503816794
1765,176,15,176,174,185,0.9513513513513514
1766,176,15,117,167,185,0.6324324324324324
1767,140,5,49,69,140,0.35
1768,173,3,69,121,178,0.38764044943820225
1769,172,9,55,122,177,0.3107344632768362
1770,176,7,132,142,185,0.7135135135135136
1771,176,21,113,175,185,0.6108108108108108
1772,158,4,104,74,166,0.6265060240963856
1773,63,0,26,32,63,0.4126984126984127
1774,176,19,106,183,185,0.572972972972973
1775,174,4,48,102,182,0.26373626373626374
1776,176,10,157,168,185,0.8486486486486486
1777,57,2,17,36,58,0.29310344827586204
1778,169,5,95,84,176,0.5397727272727273
1779,174,1,28,90,179,0.1564245810055866
1780,168,6,51,105,177,0.288135593220339
1781,176,22,185,173,185,1.0
1782,63,3,12,32,64,0.1875
1783,176,36,183,185,185,0.9891891891891892
1784,176,17,151,170,185,0.8162162162162162
1785,176,14,138,144,185,0.745945945945946
1786,176,13,158,146,185,0.8540540540540541
1787,119,1,30,24,119,0.25210084033613445
1788,170,6,129,115,179,0.7206703910614525
1789,176,6,74,129,185,0.4
1790,168,2,20,83,169,0.11834319526627218
1791,133,3,58,17,134,0.43283582089552236
1792,116,1,46,51,118,0.3898305084745763
1793,94,2,33,32,95,0.3473684210526316
1794,101,4,53,50,101,0.5247524752475248
1795,97,4,38,48,101,0.37623762376237624
1796,176,12,137,131,185,0.7405405405405405
1797,167,4,36,84,170,0.21176470588235294
1798,85,1,8,15,85,0.09411764705882353
1799,149,2,35,53,154,0.22727272727272727
1800,153,4,66,87,154,0.42857142857142855
1801,75,2,38,27,75,0.5066666666666667
1802,171,5,71,81,180,0.39444444444444443
1803,141,2,43,38,148,0.2905405405405405
1804,170,4,117,60,177,0.6610169491525424
1805,176,23,185,184,185,1.0
